registry,nir,cc,economy_name,type,resource,start,value,delegation_date,transfer_date,opaque_id,holder_name
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:36c0::/48,2001:df4:36c0::,48,2024-08-27,,A92EF231,Phan Lien Creative Technology Development Company Limited
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:3740::/48,2001:df4:3740::,48,2024-08-27,,A92DB0D2,VPSMMOCLOUD LLC
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:37c0::/48,2001:df4:37c0::,48,2024-08-27,,A92F1420,TVC Information Technology Company Limited
apnic,vnnic,VN,Viet Nam,ipv4,160.30.154.0/23,160.30.154.0,512,2024-08-20,,A9235C7B,Thanh Loan Fashion Company Limited
apnic,vnnic,VN,Viet Nam,ipv4,160.30.156.0/23,160.30.156.0,512,2024-08-20,,A923D4FB,TrumCloud LLC
apnic,vnnic,VN,Viet Nam,ipv4,160.30.158.0/23,160.30.158.0,512,2024-08-20,,A92D4D67,PHB Digital Technology Solutions Company Limited
apnic,vnnic,VN,Viet Nam,ipv4,160.30.160.0/23,160.30.160.0,512,2024-08-20,,A92CA1F0,Vietservice Technology Company Limited
apnic,vnnic,VN,Viet Nam,ipv4,160.30.162.0/23,160.30.162.0,512,2024-08-20,,A92B22AF,KHANH CHI IDC COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv4,160.30.164.0/23,160.30.164.0,512,2024-08-20,,A92C159E,VNC NIX COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv4,160.30.168.0/23,160.30.168.0,512,2024-08-20,,A92A0964,Cao Hoang Hai Technology Company Limited
apnic,vnnic,VN,Viet Nam,ipv4,160.30.170.0/23,160.30.170.0,512,2024-08-20,,A92BDD9D,Ho Chi Minh City University of Medicine and Pharmacy Hospital
apnic,vnnic,VN,Viet Nam,ipv4,160.30.172.0/23,160.30.172.0,512,2024-08-20,,A923FF2D,DATA 360 TECHNOLOGY JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:2d40::/48,2001:df4:2d40::,48,2024-08-20,,A9235C7B,Thanh Loan Fashion Company Limited
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:2dc0::/48,2001:df4:2dc0::,48,2024-08-20,,A923D4FB,TrumCloud LLC
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:2e40::/48,2001:df4:2e40::,48,2024-08-20,,A92D4D67,PHB Digital Technology Solutions Company Limited
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:2ec0::/48,2001:df4:2ec0::,48,2024-08-20,,A92CA1F0,Vietservice Technology Company Limited
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:2f40::/48,2001:df4:2f40::,48,2024-08-20,,A92B22AF,KHANH CHI IDC COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:2fc0::/48,2001:df4:2fc0::,48,2024-08-20,,A92C159E,VNC NIX COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:3040::/48,2001:df4:3040::,48,2024-08-20,,A92A0964,Cao Hoang Hai Technology Company Limited
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:3140::/48,2001:df4:3140::,48,2024-08-20,,A92BDD9D,Ho Chi Minh City University of Medicine and Pharmacy Hospital
apnic,vnnic,VN,Viet Nam,ipv4,160.30.134.0/23,160.30.134.0,512,2024-08-15,,A929963A,AMZ CLOUD COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv4,160.30.136.0/23,160.30.136.0,512,2024-08-15,,A9213883,DATAZ TECHNOLOGY COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:2bc0::/48,2001:df4:2bc0::,48,2024-08-15,,A929963A,AMZ CLOUD COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:2c40::/48,2001:df4:2c40::,48,2024-08-15,,A9213883,DATAZ TECHNOLOGY COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv4,160.30.112.0/23,160.30.112.0,512,2024-08-13,,A923D649,MAY CHU MANG TECHNOLOGY JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:28c0::/48,2001:df4:28c0::,48,2024-08-13,,A923D649,MAY CHU MANG TECHNOLOGY JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv4,160.30.80.0/23,160.30.80.0,512,2024-08-09,,A92BEAEA,Kim Ky Nam Digital Technology Solutions Company Limited
apnic,vnnic,VN,Viet Nam,ipv4,160.30.86.0/23,160.30.86.0,512,2024-08-09,,A92EAF3E,Hoa Lac Cloud Company Limited
apnic,vnnic,VN,Viet Nam,ipv4,160.30.88.0/23,160.30.88.0,512,2024-08-09,,A92D4A55,Digital Transformation Center - An Giang Department of Science and Technology
apnic,vnnic,VN,Viet Nam,ipv4,160.30.90.0/23,160.30.90.0,512,2024-08-09,,A92834CE,Technology NewVPS Company Limited
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:24c0::/48,2001:df4:24c0::,48,2024-08-09,,A92BEAEA,Kim Ky Nam Digital Technology Solutions Company Limited
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:2540::/48,2001:df4:2540::,48,2024-08-09,,A92EAF3E,Hoa Lac Cloud Company Limited
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:25c0::/48,2001:df4:25c0::,48,2024-08-09,,A92D4A55,Digital Transformation Center - An Giang Department of Science and Technology
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:2640::/48,2001:df4:2640::,48,2024-08-09,,A92834CE,Technology NewVPS Company Limited
apnic,vnnic,VN,Viet Nam,ipv4,160.30.48.0/23,160.30.48.0,512,2024-08-06,,A92804C3,Sehan Hosting Company Limited
apnic,vnnic,VN,Viet Nam,ipv4,160.30.50.0/23,160.30.50.0,512,2024-08-06,,A92C5506,Green VPS Company Limitedx
apnic,vnnic,VN,Viet Nam,ipv4,160.30.52.0/23,160.30.52.0,512,2024-08-06,,A92147C0,ALGO DATA SERVICES COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv4,160.30.54.0/23,160.30.54.0,512,2024-08-06,,A924554A,A2T TECHNOLOGY JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv4,160.30.56.0/23,160.30.56.0,512,2024-08-06,,A922C9FA,LPBank Insurance Joint Stock Corporation
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:20c0::/48,2001:df4:20c0::,48,2024-08-06,,A92804C3,Sehan Hosting Company Limited
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:2140::/48,2001:df4:2140::,48,2024-08-06,,A92C5506,Green VPS Company Limitedx
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:21c0::/48,2001:df4:21c0::,48,2024-08-06,,A92147C0,ALGO DATA SERVICES COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:2240::/48,2001:df4:2240::,48,2024-08-06,,A924554A,A2T TECHNOLOGY JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:22c0::/48,2001:df4:22c0::,48,2024-08-06,,A922C9FA,LPBank Insurance Joint Stock Corporation
apnic,vnnic,VN,Viet Nam,ipv4,160.30.44.0/23,160.30.44.0,512,2024-08-01,,A929862F,Phuong Nam Company Limited
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:1f40::/48,2001:df4:1f40::,48,2024-08-01,,A929862F,Phuong Nam Company Limited
apnic,vnnic,VN,Viet Nam,ipv4,160.30.18.0/23,160.30.18.0,512,2024-07-25,,A922BF6F,CloudTTT Hosting Services LLC
apnic,vnnic,VN,Viet Nam,ipv4,160.30.20.0/23,160.30.20.0,512,2024-07-25,,A921046C,DEVTTT Website Design Company Limited
apnic,vnnic,VN,Viet Nam,ipv4,160.30.22.0/23,160.30.22.0,512,2024-07-25,,A92310D8,Vietnam Internet Network Information Center (VNNIC)
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:1bc0::/48,2001:df4:1bc0::,48,2024-07-25,,A922BF6F,CloudTTT Hosting Services LLC
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:1c40::/48,2001:df4:1c40::,48,2024-07-25,,A921046C,DEVTTT Website Design Company Limited
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:1cc0::/48,2001:df4:1cc0::,48,2024-07-25,,A92310D8,Vietnam Internet Network Information Center (VNNIC)
apnic,vnnic,VN,Viet Nam,ipv4,160.30.10.0/23,160.30.10.0,512,2024-07-23,,A92C694E,IPXO Technology Company Limited
apnic,vnnic,VN,Viet Nam,ipv4,160.30.12.0/23,160.30.12.0,512,2024-07-23,,A92B96D3,GKIN COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:19c0::/48,2001:df4:19c0::,48,2024-07-23,,A92C694E,IPXO Technology Company Limited
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:1b40::/48,2001:df4:1b40::,48,2024-07-23,,A92B96D3,GKIN COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv4,160.25.232.0/23,160.25.232.0,512,2024-07-18,,A92BD4FB,Duc Kien Technology Company Limited
apnic,vnnic,VN,Viet Nam,ipv4,160.25.234.0/23,160.25.234.0,512,2024-07-18,,A9226A58,ETC Computer Trading and Services Company Limited
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:14c0::/48,2001:df4:14c0::,48,2024-07-18,,A92BD4FB,Duc Kien Technology Company Limited
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:1540::/48,2001:df4:1540::,48,2024-07-18,,A9226A58,ETC Computer Trading and Services Company Limited
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:15c0::/48,2001:df4:15c0::,48,2024-07-18,,A922AFFA,DIGITAL SOLUTION AND TELECOMMUNICATIONS SERVICE JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv4,160.25.206.0/23,160.25.206.0,512,2024-07-16,,A92EB285,Technology DVT Company Limited
apnic,vnnic,VN,Viet Nam,ipv4,160.25.208.0/23,160.25.208.0,512,2024-07-16,,A929A9ED,CLOUDACE COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:11c0::/48,2001:df4:11c0::,48,2024-07-16,,A92EB285,Technology DVT Company Limited
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:1240::/48,2001:df4:1240::,48,2024-07-16,,A929A9ED,CLOUDACE COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv4,160.25.164.0/23,160.25.164.0,512,2024-07-11,,A926A6A7,AZ VIETNAM TECHNOLOGY JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv4,160.25.166.0/23,160.25.166.0,512,2024-07-11,,A92D7C33,Interserver LLC
apnic,vnnic,VN,Viet Nam,ipv4,160.25.168.0/23,160.25.168.0,512,2024-07-11,,A9212B59,NDH Hosting Company Limited
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:dc0::/48,2001:df4:dc0::,48,2024-07-11,,A926A6A7,AZ VIETNAM TECHNOLOGY JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:e40::/48,2001:df4:e40::,48,2024-07-11,,A92D7C33,Interserver LLC
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:ec0::/48,2001:df4:ec0::,48,2024-07-11,,A9212B59,NDH Hosting Company Limited
apnic,vnnic,VN,Viet Nam,ipv4,160.25.144.0/23,160.25.144.0,512,2024-07-09,,A92BE9A2,FUNTAP JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv4,160.25.146.0/23,160.25.146.0,512,2024-07-09,,A92E2D46,TUAN TU TECHNOLOGY COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv4,160.25.148.0/23,160.25.148.0,512,2024-07-09,,A92BD526,"Center for Statistical Data Processing and Integration, General Statistics Office"
apnic,vnnic,VN,Viet Nam,ipv4,160.25.150.0/23,160.25.150.0,512,2024-07-09,,A92534C8,APAC Technology Engineering Company Limited
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:a40::/48,2001:df4:a40::,48,2024-07-09,,A92BE9A2,FUNTAP JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:ac0::/48,2001:df4:ac0::,48,2024-07-09,,A92E2D46,TUAN TU TECHNOLOGY COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:b40::/48,2001:df4:b40::,48,2024-07-09,,A92BD526,"Center for Statistical Data Processing and Integration, General Statistics Office"
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:bc0::/48,2001:df4:bc0::,48,2024-07-09,,A92534C8,APAC Technology Engineering Company Limited
apnic,vnnic,VN,Viet Nam,ipv4,160.25.72.0/23,160.25.72.0,512,2024-07-03,,A924EB0F,NNK INFORMATION TECHNOLOGY COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv4,160.25.74.0/23,160.25.74.0,512,2024-07-03,,A9282502,TRI VIET COMMERCIAL AND SYSTEM INTEGRATION COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv4,160.25.76.0/23,160.25.76.0,512,2024-07-03,,A92BD603,NNK INFORMATION TECHNOLOGY COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv4,160.25.78.0/23,160.25.78.0,512,2024-07-03,,A923647A,TTC TELECOM SERVICE TRADING INVESTMENT COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv4,160.25.80.0/23,160.25.80.0,512,2024-07-03,,A92C9379,HYPERNODE ONE MEMBER COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv4,160.25.82.0/23,160.25.82.0,512,2024-07-03,,A92F8ECB,BigData Network Technology Company Limited
apnic,vnnic,VN,Viet Nam,ipv4,160.25.84.0/23,160.25.84.0,512,2024-07-03,,A9228BB5,FASTVT Network Technology Company Limited
apnic,vnnic,VN,Viet Nam,ipv4,160.25.86.0/23,160.25.86.0,512,2024-07-03,,A9275375,TIEN TRUNG SOFTWARE COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv4,160.25.88.0/23,160.25.88.0,512,2024-07-03,,A926C2D8,DAINTY CLOUD INC
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:2c0::/48,2001:df4:2c0::,48,2024-07-03,,A924EB0F,NNK INFORMATION TECHNOLOGY COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:340::/48,2001:df4:340::,48,2024-07-03,,A9282502,TRI VIET COMMERCIAL AND SYSTEM INTEGRATION COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:3c0::/48,2001:df4:3c0::,48,2024-07-03,,A92BD603,NNK INFORMATION TECHNOLOGY COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:440::/48,2001:df4:440::,48,2024-07-03,,A923647A,TTC TELECOM SERVICE TRADING INVESTMENT COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:4c0::/48,2001:df4:4c0::,48,2024-07-03,,A92C9379,HYPERNODE ONE MEMBER COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:540::/48,2001:df4:540::,48,2024-07-03,,A92F8ECB,BigData Network Technology Company Limited
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:5c0::/48,2001:df4:5c0::,48,2024-07-03,,A9228BB5,FASTVT Network Technology Company Limited
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:640::/48,2001:df4:640::,48,2024-07-03,,A9275375,TIEN TRUNG SOFTWARE COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,ipv6,2001:df4:6c0::/48,2001:df4:6c0::,48,2024-07-03,,A926C2D8,DAINTY CLOUD INC
apnic,vnnic,VN,Viet Nam,asn,AS152933,152933,1,2024-06-24,,A92EB6BF,ZONECLOUD TECHNOLOGY JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,asn,AS152934,152934,1,2024-06-24,,A92EA375,DUC DUY HIGH TECHNOLOGY COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,asn,AS152935,152935,1,2024-06-24,,A92F7191,PROXY VN TECHNOLOGY COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,asn,AS152936,152936,1,2024-06-24,,A925825A,LIEN LIEN ELECTRONIC WAVE TECHNOLOGY COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,asn,AS152937,152937,1,2024-06-24,,A924EB0F,NNK INFORMATION TECHNOLOGY COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,asn,AS152938,152938,1,2024-06-24,,A9282502,TRI VIET COMMERCIAL AND SYSTEM INTEGRATION COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,asn,AS152939,152939,1,2024-06-24,,A92BD603,NNK INFORMATION TECHNOLOGY COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,asn,AS152940,152940,1,2024-06-24,,A923647A,TTC TELECOM SERVICE TRADING INVESTMENT COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,asn,AS152941,152941,1,2024-06-24,,A92C9379,HYPERNODE ONE MEMBER COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,asn,AS152942,152942,1,2024-06-24,,A92F8ECB,BigData Network Technology Company Limited
apnic,vnnic,VN,Viet Nam,asn,AS152943,152943,1,2024-06-24,,A9228BB5,FASTVT Network Technology Company Limited
apnic,vnnic,VN,Viet Nam,asn,AS152944,152944,1,2024-06-24,,A9275375,TIEN TRUNG SOFTWARE COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,asn,AS152945,152945,1,2024-06-24,,A926C2D8,DAINTY CLOUD INC
apnic,vnnic,VN,Viet Nam,asn,AS152946,152946,1,2024-06-24,,A92E2D46,TUAN TU TECHNOLOGY COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,asn,AS152947,152947,1,2024-06-24,,A92BD526,"Center for Statistical Data Processing and Integration, General Statistics Office"
apnic,vnnic,VN,Viet Nam,asn,AS152948,152948,1,2024-06-24,,A92534C8,APAC Technology Engineering Company Limited
apnic,vnnic,VN,Viet Nam,asn,AS152949,152949,1,2024-06-24,,A926A6A7,AZ VIETNAM TECHNOLOGY JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,asn,AS152950,152950,1,2024-06-24,,A92D7C33,Interserver LLC
apnic,vnnic,VN,Viet Nam,asn,AS152951,152951,1,2024-06-24,,A9212B59,NDH Hosting Company Limited
apnic,vnnic,VN,Viet Nam,asn,AS152952,152952,1,2024-06-24,,A92A7950,LAM ANH TM TECHNOLOGY COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,asn,AS152953,152953,1,2024-06-24,,A92EF506,NORTH WIND SOFTWARE COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,asn,AS152954,152954,1,2024-06-24,,A92EB285,Technology DVT Company Limited
apnic,vnnic,VN,Viet Nam,asn,AS152955,152955,1,2024-06-24,,A929A9ED,CLOUDACE COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,asn,AS152956,152956,1,2024-06-24,,A92BD4FB,Duc Kien Technology Company Limited
apnic,vnnic,VN,Viet Nam,asn,AS152957,152957,1,2024-06-24,,A9226A58,ETC Computer Trading and Services Company Limited
apnic,vnnic,VN,Viet Nam,asn,AS152958,152958,1,2024-06-24,,A92C694E,IPXO Technology Company Limited
apnic,vnnic,VN,Viet Nam,asn,AS152959,152959,1,2024-06-24,,A92B96D3,GKIN COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,asn,AS152960,152960,1,2024-06-24,,A922BF6F,CloudTTT Hosting Services LLC
apnic,vnnic,VN,Viet Nam,asn,AS152961,152961,1,2024-06-24,,A921046C,DEVTTT Website Design Company Limited
apnic,vnnic,VN,Viet Nam,asn,AS152962,152962,1,2024-06-24,,A92310D8,Vietnam Internet Network Information Center (VNNIC)
apnic,vnnic,VN,Viet Nam,asn,AS152963,152963,1,2024-06-24,,A929862F,Phuong Nam Company Limited
apnic,vnnic,VN,Viet Nam,asn,AS152964,152964,1,2024-06-24,,A92804C3,Sehan Hosting Company Limited
apnic,vnnic,VN,Viet Nam,asn,AS152965,152965,1,2024-06-24,,A92C5506,Green VPS Company Limitedx
apnic,vnnic,VN,Viet Nam,asn,AS152966,152966,1,2024-06-24,,A92147C0,ALGO DATA SERVICES COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,asn,AS152967,152967,1,2024-06-24,,A924554A,A2T TECHNOLOGY JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,asn,AS152968,152968,1,2024-06-24,,A922C9FA,LPBank Insurance Joint Stock Corporation
apnic,vnnic,VN,Viet Nam,asn,AS152969,152969,1,2024-06-24,,A92BEAEA,Kim Ky Nam Digital Technology Solutions Company Limited
apnic,vnnic,VN,Viet Nam,asn,AS152970,152970,1,2024-06-24,,A92EAF3E,Hoa Lac Cloud Company Limited
apnic,vnnic,VN,Viet Nam,asn,AS152971,152971,1,2024-06-24,,A92D4A55,Digital Transformation Center - An Giang Department of Science and Technology
apnic,vnnic,VN,Viet Nam,asn,AS152972,152972,1,2024-06-24,,A92834CE,Technology NewVPS Company Limited
apnic,vnnic,VN,Viet Nam,asn,AS152973,152973,1,2024-06-24,,A923D649,MAY CHU MANG TECHNOLOGY JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,asn,AS152974,152974,1,2024-06-24,,A929963A,AMZ CLOUD COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,asn,AS152975,152975,1,2024-06-24,,A9213883,DATAZ TECHNOLOGY COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,asn,AS152976,152976,1,2024-06-24,,A9235C7B,Thanh Loan Fashion Company Limited
apnic,vnnic,VN,Viet Nam,asn,AS152977,152977,1,2024-06-24,,A923D4FB,TrumCloud LLC
apnic,vnnic,VN,Viet Nam,asn,AS152978,152978,1,2024-06-24,,A92D4D67,PHB Digital Technology Solutions Company Limited
apnic,vnnic,VN,Viet Nam,asn,AS152979,152979,1,2024-06-24,,A92CA1F0,Vietservice Technology Company Limited
apnic,vnnic,VN,Viet Nam,asn,AS152980,152980,1,2024-06-24,,A92B22AF,KHANH CHI IDC COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,asn,AS152981,152981,1,2024-06-24,,A92C159E,VNC NIX COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,asn,AS152982,152982,1,2024-06-24,,A92BDD9D,Ho Chi Minh City University of Medicine and Pharmacy Hospital
apnic,vnnic,VN,Viet Nam,asn,AS152983,152983,1,2024-06-24,,A92A0964,Cao Hoang Hai Technology Company Limited
apnic,vnnic,VN,Viet Nam,asn,AS152984,152984,1,2024-06-24,,A92FFBFA,PVH Technology and Solutions Company Limited
apnic,vnnic,VN,Viet Nam,asn,AS152985,152985,1,2024-06-24,,A92CA29A,Cloud247 LLC
apnic,vnnic,VN,Viet Nam,asn,AS152986,152986,1,2024-06-24,,A92DB0D2,VPSMMOCLOUD LLC
apnic,vnnic,VN,Viet Nam,asn,AS152987,152987,1,2024-06-24,,A92EF231,Phan Lien Creative Technology Development Company Limited
apnic,vnnic,VN,Viet Nam,asn,AS152988,152988,1,2024-06-24,,A92F1420,TVC Information Technology Company Limited
apnic,vnnic,VN,Viet Nam,asn,AS152989,152989,1,2024-06-24,,A921715D,System 443 Company Limited
apnic,vnnic,VN,Viet Nam,asn,AS152990,152990,1,2024-06-24,,A92B11D9,FOXAI TECHNOLOGY JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,asn,AS152991,152991,1,2024-06-24,,A92CACF4,Ngan Doan Cloud Company Limited
apnic,vnnic,VN,Viet Nam,asn,AS152992,152992,1,2024-06-24,,A92AE714,ONLINE DATA COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,asn,AS152993,152993,1,2024-06-24,,A924496E,Gemz Land Trading and Service Company Limited
apnic,vnnic,VN,Viet Nam,asn,AS152994,152994,1,2024-06-24,,A92F75B3,EB Services LLC
apnic,vnnic,VN,Viet Nam,asn,AS152995,152995,1,2024-06-24,,A9228D4E,The Phong Telecommunications Technology Service & Trading Company Limited
apnic,vnnic,VN,Viet Nam,asn,AS152996,152996,1,2024-06-24,,A923563F,Information and Communications Technology Center - Phu Tho Department of Information and Communications
apnic,vnnic,VN,Viet Nam,asn,AS152997,152997,1,2024-06-24,,A92774C7,Nguyen Dinh IDC Company Limited
apnic,vnnic,VN,Viet Nam,asn,AS152998,152998,1,2024-06-24,,A922AAB9,Huong Nam Server Company Limited
apnic,vnnic,VN,Viet Nam,asn,AS152999,152999,1,2024-06-24,,A92B71B4,Smart IP Company Limited
apnic,vnnic,VN,Viet Nam,asn,AS153000,153000,1,2024-06-24,,A92750D3,Thao Tran Beauty Academy Company Limited
apnic,vnnic,VN,Viet Nam,asn,AS153001,153001,1,2024-06-24,,A92CEB5D,VPS9T Technology Company Limited
apnic,vnnic,VN,Viet Nam,asn,AS153002,153002,1,2024-06-24,,A9295E3E,Fastvm Company Limited
apnic,vnnic,VN,Viet Nam,asn,AS153003,153003,1,2024-06-24,,A92D8AF6,Digital Shield Technology Company Limited
apnic,vnnic,VN,Viet Nam,asn,AS153004,153004,1,2024-06-24,,A929D232,"NH SECURITIES VIETNAM CO., LTD"
apnic,vnnic,VN,Viet Nam,asn,AS153005,153005,1,2024-06-24,,A9220295,PHU THANH CLOUD COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,asn,AS153006,153006,1,2024-06-24,,A9235BAC,Thuong Tin Cloud Company Limited
apnic,vnnic,VN,Viet Nam,asn,AS153007,153007,1,2024-06-24,,A929632D,Dac Tin VPS Company Limited
apnic,vnnic,VN,Viet Nam,asn,AS153008,153008,1,2024-06-24,,A924A7F7,NETVN Software Company Limited
apnic,vnnic,VN,Viet Nam,asn,AS153009,153009,1,2024-06-24,,A921208E,Phu An IDC Company Limited
apnic,vnnic,VN,Viet Nam,asn,AS153010,153010,1,2024-06-24,,A92846B1,HTCN One Member LLC
apnic,vnnic,VN,Viet Nam,asn,AS153011,153011,1,2024-06-24,,A9240BBD,DVDVN Technology Company Limited
apnic,vnnic,VN,Viet Nam,asn,AS153012,153012,1,2024-06-24,,A92F0080,"SERVER VIET NAM CO.,LTD"
apnic,vnnic,VN,Viet Nam,asn,AS153013,153013,1,2024-06-24,,A92B93EB,GTSC VIETNAM TECHNOLOGY SERVICES AND COMMERCIAL JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,asn,AS153014,153014,1,2024-06-24,,A9272849,Technology Sky Company Limited
apnic,vnnic,VN,Viet Nam,asn,AS153015,153015,1,2024-06-24,,A929D6DC,08 Future Cloud Company Limited
apnic,vnnic,VN,Viet Nam,asn,AS153016,153016,1,2024-06-24,,A926A697,VN Change Digital Ltd.
apnic,vnnic,VN,Viet Nam,asn,AS153017,153017,1,2024-06-24,,A9239A73,TIDADIGI COMPANY LIMITED
apnic,vnnic,VN,Viet Nam,asn,AS153018,153018,1,2024-06-24,,A923AE28,COHOTA JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,asn,AS153019,153019,1,2024-06-24,,A921D021,T-Star Company Limited
apnic,vnnic,VN,Viet Nam,asn,AS153020,153020,1,2024-06-24,,A92CB618,Totdata Data and Digital Services Company Limited
apnic,vnnic,VN,Viet Nam,asn,AS153021,153021,1,2024-06-24,,A9292CB1,VPS VN Company Limitedc
apnic,vnnic,VN,Viet Nam,asn,AS153022,153022,1,2024-06-24,,A9285E86,ADM TECHNOLOGY JOINT STOCK COMPANY
apnic,vnnic,VN,Viet Nam,asn,AS153023,153023,1,2024-06-24,,A923EE65,Shopvps Technology Company Limited
